Common L2 Features,"802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLANtagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ","802.1D Spanning Tree
802.1w Rapid Spanning Tree
802.1S Rapid Spanning Tree
Loopback Detection
Multicast Filitering
IGMP Multicast Forwarding
IGMP Snooping
MLD Multicast Forwarding
802.1Q VLAN tagging
802.3x flow control
802.3ad Link Aggregation
IPv4 DHCP Relay
IPv4 DHCP Snooping
IPv4 DHCP Snooping Source MAC Address Check-up
ARP Inspection
ARP Packet Validation (additional validation checks)
Voice VLAN
Port-based VLAN
Protocol-Based VLAN
CoS Mapping
802. 1X Radius Authentication Protocol
IPv4 Settings/ IPv6 Settings
IEEE 802. 3az Energy Efficeient Ethernet (EEE)
Command Line Interface (CLI)
SSH Server
Telnet Server
TFTP Client
Configuration Upgrade/ Backup
Simple Network Time Protocol (SNTP)
SYSLOG
Broadcast/Unknown Multicast/Unknown Unicast Storm Control ",,,,,,,,,,,
Environmental & Physical,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Temperature Range,Operating: 32°F to 104°F (0°C to 40°C),Operating: 32°F to 122°F (0°C to 50°C) ,Operating: 32°F to 122°F (0°C to 50°C) ,Operating: 32°F to 122°F (0°C to 50°C) ,Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),Operating: 32°F to 122°F (0°C to 50°C),,,,,,,,,,,
Humidity (Non-Condensing),Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,Operating: 5% - 95%,,,,,,,,,,,
Device Dimensions & Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device Dimensions & Weights,"Weight: 1.36 lbs. (620 g)
Length: 9.44” (240 mm)
Width: 4.13” (105 mm)
Height: 1.06” (27 mm)","Weight: 4.4 lbs. (1.9 kg)
Width: 13” (330.20 mm)
Length: 9” (228.60 mm)
Height: 1.73” (43.94 mm)","Weight: 4.4 lbs. (1.9 kg)
Width: 13” (330.20 mm)
Length: 9” (228.60 mm)
Height: 1.73” (43.94 mm)","Weight: 8.4 lbs. (3.81 kg)
Width: 17.32” (440 mm)
Depth: 10.23” (260 mm)
Height: 1.73” (44 mm)","Weight: 8.4 lbs. (3.81 kg)
Width: 17.32” (440 mm)
Depth: 10.23” (260 mm)
Height: 1.73” (44 mm)","Weight: 8.5 lbs. (3.9 kg)
Width: 17.32” (440 mm)
Depth: 10.23” (260 mm)
Height: 1.73” (44 mm)","Weight: 8.17 lbs. (3.71kg)
Width: 17.32 lbs. (440 mm)
Length: 10.23 lbs. (260 mm)
Height: 1.73 lbs. (44 mm)","Weight: 8.5 lbs. (3.9 kg)
Width: 17.32” (440 mm)
Depth: 10.23” (310 mm)
Height: 1.73” (44 mm)","Weight: 10.5 lbs. (4.76 kg)
Width: 17.32” (440 mm)
Length: 10.23” (310 mm)
Height: 1.73” (44 mm)","Weight: 5.7Ibs (2.6 kg)
Width: 9.05” (230 mm)
Length: 12.99” (330 mm)
Height: 1.73” (44 mm)","Weight: 5.7Ibs (2.6 kg)
Width: 9.05” (230 mm)
Length: 12.99” (330 mm)
Height: 1.73” (44 mm)
","Weight: 5.7Ibs (2.6 kg)
Width: 9.05” (230 mm)
Length: 12.99” (330 mm)
Height: 1.73” (44 mm)
","Weight: 4.7Kg
Width: 260mm
Length: 440mm
Height: 44mm","Weight: 5.9Kg
Width: 310mm
Length: 440mm
Height: 44mm","Weight: 5.7Ibs (2.6 kg)
Width: 9.05” (230 mm)
Length: 12.99” (330 mm)
Height: 1.73” (44 mm)
","Weight: 5.7Ibs (2.6 kg)
Width: 9.05” (230 mm)
Length: 12.99” (330 mm)
Height: 1.73” (44 mm)
","Weight: (1.39 kg)
Width: 8.26”(210 mm)
Length:9.05” (230 mm)
Height: 1.73” (44 mm)
",,,,,,,,,,,
Package Contents,"1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Adapter
1x Power Cord
1x Wall Mount Kit
1x Ground Screw Set","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x ECS Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x ECS Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x ECS Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit","1x Cloud Managed Gigabit Switch
1x Product Card
1x Power Cord
1x RJ45 Console Cable
1x Rack Mount Kit",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
